date,阿根廷,孟加拉国,白俄罗斯,比利时,巴西,加拿大,智利,中国,哥伦比亚,厄瓜多尔,埃及,法国,德国,印度,印度尼西亚,伊朗,意大利,科威特,墨西哥,荷兰,巴基斯坦,秘鲁,菲律宾,波兰,葡萄牙,卡塔尔,俄罗斯,沙特阿拉伯,新加坡,南非,西班牙,瑞典,土耳其,乌克兰,阿联酋,英国,美国
2020/2/24,0,0,0,1,0,10,0,77241,0,0,1,12,16,3,0,61,229,1,0,0,0,0,3,0,0,0,2,0,89,0,2,1,0,0,13,13,15
2020/2/25,0,0,0,1,0,11,0,77754,0,0,1,14,17,3,0,95,322,11,0,0,2,0,3,0,0,0,2,0,91,0,6,1,0,0,13,13,15
2020/2/26,0,0,0,1,1,11,0,78166,0,0,1,18,27,3,0,139,453,26,0,0,2,0,3,0,0,0,2,0,93,0,13,2,0,0,13,13,15
2020/2/27,0,0,0,1,1,13,0,78600,0,0,1,38,46,3,0,245,655,43,0,1,2,0,3,0,0,0,2,0,93,0,15,7,0,0,13,15,16
2020/2/28,0,0,1,1,1,14,0,78928,0,0,1,57,48,3,0,388,888,45,1,1,4,0,3,0,0,0,2,0,93,0,32,7,0,0,19,20,16
2020/2/29,0,0,1,1,2,20,0,79356,0,0,1,100,79,3,0,593,1128,45,4,6,4,0,3,0,0,1,2,0,102,0,45,12,0,0,21,23,24
2020/3/1,0,0,1,2,2,24,0,79932,0,6,2,130,130,3,0,978,1694,45,5,10,4,0,3,0,0,3,2,0,106,0,84,14,0,0,21,36,30
2020/3/2,0,0,1,8,2,27,0,80136,0,6,2,191,159,5,2,1501,2036,56,5,18,5,0,3,0,2,3,3,1,108,0,120,15,0,0,21,40,53
2020/3/3,1,0,1,13,2,30,1,80261,0,7,2,204,196,5,2,2336,2502,56,5,24,5,0,3,0,2,7,3,1,110,0,165,21,0,1,27,51,73
2020/3/4,1,0,6,23,4,33,1,80386,0,10,2,285,262,28,2,2922,3089,56,5,38,5,0,3,1,5,8,3,1,110,0,222,35,0,1,27,85,104
2020/3/5,1,0,6,50,4,37,4,80537,0,13,3,377,482,30,2,3513,3858,58,5,82,6,0,3,1,8,8,4,5,117,1,259,94,0,1,29,115,174
2020/3/6,2,0,6,109,13,49,4,80690,1,13,15,653,670,31,4,4747,4636,58,6,128,6,1,5,5,13,8,13,5,130,1,400,101,0,1,29,163,222
2020/3/7,8,0,6,169,13,54,4,80770,1,13,15,949,799,34,4,5823,5883,61,6,188,6,1,6,5,20,8,13,5,138,1,500,161,0,1,45,206,337
2020/3/8,12,3,6,200,20,64,8,80823,1,14,49,1126,1040,39,6,6566,7375,64,7,265,6,6,10,11,30,15,17,11,150,3,673,203,0,1,45,273,451
2020/3/9,12,3,6,239,25,77,8,80860,1,15,55,1209,1176,43,19,7161,9172,64,7,321,16,7,20,16,30,18,17,15,150,3,1073,248,0,1,45,321,519
2020/3/10,17,3,9,267,31,79,13,80887,3,15,59,1784,1457,56,27,8042,10149,69,7,382,19,11,33,22,41,24,20,20,160,7,1695,355,0,1,74,382,711
2020/3/11,19,3,9,314,38,108,23,80921,9,17,60,2281,1908,62,34,9000,12462,72,8,503,20,11,49,31,59,262,20,21,178,13,2277,500,1,1,74,456,1109
2020/3/12,19,3,12,314,52,117,23,80932,9,17,67,2281,2078,73,34,10075,15113,80,12,503,28,15,52,49,59,262,28,45,178,17,2277,599,1,1,85,456,1561
2020/3/13,31,3,27,559,151,193,43,80945,13,17,80,3661,3675,82,69,11364,17660,80,26,804,31,28,64,68,112,320,45,86,200,24,5232,814,5,3,85,798,2157
2020/3/14,34,3,27,689,151,198,61,80977,22,28,109,4469,4585,102,96,12729,21157,104,41,959,53,38,111,103,169,337,59,103,212,38,6391,961,5,3,85,1140,2870
2020/3/15,45,5,27,886,162,252,74,81003,34,28,110,4499,5795,113,117,13938,24747,112,53,1135,136,43,140,119,245,401,63,103,226,51,7798,1022,6,3,98,1140,2968
2020/3/16,56,8,36,1058,200,415,155,81033,54,37,150,6633,7272,119,134,14991,27980,123,82,1413,236,86,142,177,331,439,90,118,243,62,9942,1103,18,7,98,1543,4360
2020/3/17,68,10,36,1243,321,478,201,81058,65,58,196,7652,9257,142,172,16169,31506,130,93,1705,299,117,187,238,448,439,114,171,266,62,11748,1190,47,14,98,1950,6141
2020/3/18,79,14,51,1486,372,657,238,81102,93,111,196,9043,12327,156,227,17361,35713,142,118,2051,454,145,202,251,448,452,147,171,313,116,13910,1279,98,14,113,2626,8914
2020/3/19,97,17,51,1795,621,800,238,81156,102,199,256,10871,15320,194,311,18407,41035,148,164,2460,501,234,217,355,785,460,199,274,345,150,17963,1439,192,16,140,2689,14153
2020/3/20,128,20,69,2257,793,943,434,81250,128,367,285,12612,19848,244,369,19644,47021,159,203,2994,730,234,230,425,1020,470,253,344,385,202,20410,1639,359,29,140,3983,19479
2020/3/21,158,25,76,2815,1021,1277,537,81305,196,506,294,14282,22213,330,450,20610,53578,176,251,3631,776,318,307,536,1280,481,306,392,432,240,25374,1763,670,47,153,5018,25818
2020/3/22,266,27,76,3401,1546,1469,632,81435,231,789,327,16018,24873,396,514,21638,59138,188,316,4204,875,363,380,634,1600,494,367,511,455,274,28768,1934,1236,73,153,5683,33756
2020/3/23,301,33,81,3743,1924,2088,746,81498,277,981,366,19856,29056,499,579,23049,63927,189,367,4749,972,395,462,749,2060,501,438,562,509,402,35136,2046,1529,73,198,6650,43845
2020/3/24,387,39,81,4269,2247,2790,922,81591,378,1082,402,22304,32986,536,686,24811,69176,191,405,5560,1063,416,552,901,2362,526,495,767,558,554,39885,2286,1872,97,248,8077,54108
